02:06 pm	2002-07-15	Iris	90	4	
02:20 pm	2002-07-15	Sleep	90		
02:24 pm	2002-07-15	Iris	70		
03:42 pm	2002-07-15	Games	100		
04:42 pm	2002-07-15	Iris	50		
06:28 pm	2002-07-15	Games	100		
07:16 pm	2002-07-15	Evening	100		
10:09 pm	2002-07-15	Work	60		
10:45 pm	2002-07-15	Prebed	100		
11:29 pm	2002-07-15	Rest	100		
01:13 am	2002-07-16	Games	100		
01:26 am	2002-07-16	Prebed	100		
01:44 am	2002-07-16	Games	100		
07:00 am	2002-07-16	Sleep	95		
07:15 am	2002-07-16	Morning	100		
09:34 am	2002-07-16	Waste	100		
11:26 am	2002-07-16	Work	100		
12:28 pm	2002-07-16	Noon	100		
04:09 pm	2002-07-16	Work	100		
06:10 pm	2002-07-16	Waste	100		
06:43 pm	2002-07-16	Work	100		
07:28 pm	2002-07-16	Evening	100		
07:58 pm	2002-07-16	Study	90	15	
09:52 pm	2002-07-16	Games	100		
10:08 pm	2002-07-16	Prebed	100		
11:43 pm	2002-07-16	Games	100		
09:47 am	2002-07-17	Sleep	95		
09:59 am	2002-07-17	Morning	100		
10:13 am	2002-07-17	Affair	100		
11:40 am	2002-07-17	Iris	90		
12:40 pm	2002-07-17	Noon	100		
02:21 pm	2002-07-17	Iris	90	4	
02:33 pm	2002-07-17	Sleep	100		
03:11 pm	2002-07-17	Iris	95		
03:31 pm	2002-07-17	Waste	100		
03:45 pm	2002-07-17	Study	100		
05:38 pm	2002-07-17	Iris	80	5 5	
06:10 pm	2002-07-17	Games	100		
06:39 pm	2002-07-17	Evening	100		
07:37 pm	2002-07-17	Comp	100		
08:10 pm	2002-07-17	Affair	100		
08:41 pm	2002-07-17	Rest	100		
11:23 pm	2002-07-17	Work	100		
12:01 am	2002-07-18	Prebed	100		
12:45 am	2002-07-18	Games	100		
07:23 am	2002-07-18	Sleep	100		
07:33 am	2002-07-18	Morning	100		
07:55 am	2002-07-18	Iris	98		
08:37 am	2002-07-18	Morning	100		
11:14 am	2002-07-18	Affair	100		
11:35 am	2002-07-18	Study	95	3	
11:49 am	2002-07-18	Iris	100		
12:05 pm	2002-07-18	Games	100		
12:33 pm	2002-07-18	Noon	100		
01:58 pm	2002-07-18	Games	100		
02:48 pm	2002-07-18	Sleep	100		
06:04 pm	2002-07-18	Iris	90	14 8	
07:00 pm	2002-07-18	Evening	100		
07:50 pm	2002-07-18	Work	100		
08:07 pm	2002-07-18	Affair	100		
08:24 pm	2002-07-18	Iris	100		
12:00 am	2002-07-19	Work	90		
12:32 am	2002-07-19	Prebed	100		
12:43 am	2002-07-19	Soul	100		
09:10 am	2002-07-19	Sleep	100		
09:32 am	2002-07-19	Rest	80		
09:46 am	2002-07-19	Morning	100		
11:54 am	2002-07-19	Work	100		
12:42 pm	2002-07-19	Noon	100		
01:08 pm	2002-07-19	Study	90		
01:55 pm	2002-07-19	Sleep	70		
04:42 pm	2002-07-19	Iris	85	5 3	
04:57 pm	2002-07-19	Study	100		
06:14 pm	2002-07-19	Iris	80	2	
06:46 pm	2002-07-19	Evening	100		
07:24 pm	2002-07-19	Study	95		
08:40 pm	2002-07-19	Soul	100	23	
09:13 pm	2002-07-19	Iris	80		
11:16 pm	2002-07-19	Work	100		
11:31 pm	2002-07-19	Prebed	100		
12:30 am	2002-07-20	Comp	100		
12:35 am	2002-07-20	Soul	100		
08:58 am	2002-07-20	Sleep	95		
09:30 am	2002-07-20	Morning	100		
09:43 am	2002-07-20	Affair	100		
10:45 am	2002-07-20	Iris	85		
10:51 am	2002-07-20	Rest	100		
11:09 am	2002-07-20	Study	100		
11:22 am	2002-07-20	Iris	100		
12:42 pm	2002-07-20	Noon	100		
01:21 pm	2002-07-20	Iris	95		
02:10 pm	2002-07-20	Work	100		
03:09 pm	2002-07-20	Affair	100		
04:58 pm	2002-07-20	Iris	90	8	
05:25 pm	2002-07-20	Sleep	95		
06:13 pm	2002-07-20	Evening	100		
06:39 pm	2002-07-20	Study	100	8	
07:30 pm	2002-07-20	Iris	100		
08:24 pm	2002-07-20	Rest	100		
08:33 pm	2002-07-20	Study	100		
10:21 pm	2002-07-20	Comp	100		
10:33 pm	2002-07-20	Prebed	100		
12:17 am	2002-07-21	Soul	100		
07:39 am	2002-07-21	Sleep	95		
08:15 am	2002-07-21	Morning	100		
08:54 am	2002-07-21	Iris	50		干扰
10:09 am	2002-07-21	Iris	70	5	
10:19 am	2002-07-21	Study	100		
10:34 am	2002-07-21	Sleep	85		
11:48 am	2002-07-21	Iris	85		
12:33 pm	2002-07-21	Noon	100		
01:22 pm	2002-07-21	Iris	90	5	
01:26 pm	2002-07-21	Rest	100		
02:32 pm	2002-07-21	Iris	100		
02:38 pm	2002-07-21	Rest	100		
03:22 pm	2002-07-21	Iris	100		
03:27 pm	2002-07-21	Rest	100		
04:37 pm	2002-07-21	Iris	90	3	
04:51 pm	2002-07-21	Soul	100		
05:08 pm	2002-07-21	Sleep	90		
05:29 pm	2002-07-21	Iris	80		
06:07 pm	2002-07-21	Evening	100		
07:03 pm	2002-07-21	Games	100		
09:29 pm	2002-07-21	Iris	95	6	
09:53 pm	2002-07-21	Rest	100		
10:19 pm	2002-07-21	Affair	100		
10:33 pm	2002-07-21	Games	100		
10:47 pm	2002-07-21	Rest	100		
11:03 pm	2002-07-21	Prebed	100		
12:36 am	2002-07-22	Soul	100		
09:42 am	2002-07-22	Sleep	95		
09:52 am	2002-07-22	Morning	100		
10:09 am	2002-07-22	Study	95		
11:18 am	2002-07-22	Iris	95		
12:05 pm	2002-07-22	Noon	90		
12:48 pm	2002-07-22	Work	100		
12:59 pm	2002-07-22	Soul	100		
02:00 pm	2002-07-22	Iris	95		
02:55 pm	2002-07-22	Soul	100		
03:00 pm	2002-07-22	Rest	100		
03:36 pm	2002-07-22	Iris	95		
03:40 pm	2002-07-22	Waste	100		
04:53 pm	2002-07-22	Iris	85		
06:03 pm	2002-07-22	Evening	90		
06:12 pm	2002-07-22	Affair	100		
07:24 pm	2002-07-22	Soul	100		
08:12 pm	2002-07-22	Iris	85		
08:24 pm	2002-07-22	Rest	100		
09:12 pm	2002-07-22	Rest	85		
09:38 pm	2002-07-22	Prebed	100		
11:34 pm	2002-07-22	Comp	100		
11:58 pm	2002-07-22	Prebed	100		
12:29 am	2002-07-23	Affair	100		
01:10 am	2002-07-23	Soul	100		
08:56 am	2002-07-23	Sleep	90		
09:29 am	2002-07-23	Morning	100		
09:45 am	2002-07-23	Study	100		
11:07 am	2002-07-23	Iris	90		
11:46 am	2002-07-23	Noon	100		
12:56 pm	2002-07-23	Soul	100		
01:01 pm	2002-07-23	Rest	100		
02:34 pm	2002-07-23	Iris	95		
02:38 pm	2002-07-23	Rest	100		
03:01 pm	2002-07-23	Games	100		
03:13 pm	2002-07-23	Study	100		
04:01 pm	2002-07-23	Iris	100		
04:06 pm	2002-07-23	Rest	100		
05:15 pm	2002-07-23	Iris	95		
05:55 pm	2002-07-23	Evening	100		
07:04 pm	2002-07-23	Soul	100		
07:38 pm	2002-07-23	Iris	90		
08:03 pm	2002-07-23	Rest	100		
09:09 pm	2002-07-23	Comp	100		
12:37 am	2002-07-24	Games	100		
01:16 am	2002-07-24	Prebed	100		
01:31 am	2002-07-24	Waste	100		
08:49 am	2002-07-24	Sleep	85	36	
09:19 am	2002-07-24	Morning	100		
09:31 am	2002-07-24	Study	100		
10:37 am	2002-07-24	Iris	95		
10:42 am	2002-07-24	Rest	100		
11:21 am	2002-07-24	Iris	95		
12:24 pm	2002-07-24	Noon	100		
12:37 pm	2002-07-24	Study	100		
12:56 pm	2002-07-24	Games	100		
01:55 pm	2002-07-24	Iris	90		
01:59 pm	2002-07-24	Rest	100		
03:10 pm	2002-07-24	Iris	95		
03:21 pm	2002-07-24	Rest	100		
03:47 pm	2002-07-24	Iris	80		
03:52 pm	2002-07-24	Study	100		
04:38 pm	2002-07-24	Soul	100		
04:42 pm	2002-07-24	Rest	100		
05:04 pm	2002-07-24	Iris	50		
05:40 pm	2002-07-24	Evening	100		
05:52 pm	2002-07-24	Games	100		
06:37 pm	2002-07-24	Iris	90		
07:25 pm	2002-07-24	Soul	100		
07:46 pm	2002-07-24	Affair	100		
08:30 pm	2002-07-24	Comp	100		
10:59 pm	2002-07-24	Games	100		
11:36 pm	2002-07-24	Prebed	100		
12:14 am	2002-07-25	Affair	100		
12:20 am	2002-07-25	Soul	95		
01:48 am	2002-07-25	Waste	100		睡不着
08:59 am	2002-07-25	Sleep	90		
09:14 am	2002-07-25	Morning	100		
09:43 am	2002-07-25	Iris	100		
11:07 am	2002-07-25	Iris	95	3 4	
11:15 am	2002-07-25	Rest	100		
11:52 am	2002-07-25	Noon	100		
12:13 pm	2002-07-25	Affair	100		
01:13 pm	2002-07-25	Iris	85		
01:17 pm	2002-07-25	Rest	100		
01:27 pm	2002-07-25	Iris	70		
02:08 pm	2002-07-25	Comp	100		
02:28 pm	2002-07-25	Affair	100		
03:05 pm	2002-07-25	Soul	85		
03:23 pm	2002-07-25	Affair	100		
05:23 pm	2002-07-25	Affair	100		
05:50 pm	2002-07-25	Soul	85	6	
06:11 pm	2002-07-25	Games	100		
06:40 pm	2002-07-25	Evening	100		
07:28 pm	2002-07-25	Iris	50		
07:55 pm	2002-07-25	Affair	100		
03:37 am	2002-07-26	Games	100		
08:16 am	2002-07-26	Sleep	95		
08:27 am	2002-07-26	Morning	100		
09:27 am	2002-07-26	Waste	100		幻想
09:36 am	2002-07-26	Iris	85		
09:43 am	2002-07-26	Waste	100		
10:21 am	2002-07-26	Soul	95	6	
11:08 am	2002-07-26	Games	100		
07:09 pm	2002-07-26	Affair	100		
08:19 pm	2002-07-26	Evening	100		
09:55 pm	2002-07-26	Games	100		
01:46 am	2002-07-27	Games	100		
09:56 am	2002-07-27	Sleep	100		
10:02 am	2002-07-27	Morning	100		
10:31 am	2002-07-27	Comp	100		
